epoch,train_loss,val_loss,train_auc,val_auc,lr,grad_norm,gpu_mem_mb
1,1.6692870277638456,1.7210636454054724,0.5275344893029827,0.5414370880577362,0.001,2.2584270470529666,1633
2,1.6348166009930498,1.6974526373074021,0.5316478319295452,0.5446668406782373,0.0009998666040558187,2.3624230227644554,1712
3,1.6060404762019367,1.6387358663958103,0.5537953837294867,0.5551604229380116,0.0009994664874011863,2.324701868802277,1671
4,1.5952736653979793,1.5952753602618128,0.5432619974977057,0.5547820741269258,0.0009987998635318585,2.380988319344416,1649
5,1.5760842776695785,1.5679827365770662,0.5480985761865163,0.5598036482251066,0.0009978670881475172,2.264672472318034,1701
6,1.5503545072632396,1.5469582525158438,0.5540744669915113,0.5654439995340489,0.000996668658961975,2.2147873098627797,1746
7,1.5227593675408182,1.5377992985449631,0.5590035664473946,0.5692584351693455,0.0009952052154376025,2.2520781716274274,1739
8,1.506921313337044,1.5337833330691948,0.5655919104389815,0.5765089889243696,0.0009934775384441228,2.382882611089573,1654
9,1.4728297314245715,1.516310800652113,0.5773362749150938,0.5858232340789454,0.000991486549841951,2.071031387136935,1671
10,1.471498777073106,1.5269098302895256,0.5756484474997267,0.5915007354066811,0.0009892333119903046,2.0754198578364385,1742
11,1.4506242033901546,1.5269119511764122,0.583660039983312,0.5898427782810759,0.0009867190271803463,2.183620361039261,1685
12,1.436302356362128,1.469352970737329,0.5960330531166426,0.6036038446718084,0.0009839450369936613,1.9242019474266367,1686
13,1.4050197141227179,1.47579577463801,0.5822860793125422,0.6042901467133026,0.0009809128215864096,2.0244882968849427,1688
14,1.368296435907562,1.4726257215762062,0.5842175856408214,0.6079811238809667,0.00097762399889954,2.04045418903021,1707
15,1.3200404751877781,1.480806617526701,0.6021299267271708,0.6093875235438917,0.0009740803237954829,2.051799891520152,1683
16,1.3109391932610124,1.5008669994174229,0.600879521998943,0.6147294643628063,0.0009702836871217838,1.8802792677780105,1677
17,1.3191749121851657,1.50699399662495,0.60742547696896,0.6230101152340014,0.0009662361147021779,2.0817586951102895,1692
18,1.2985843225984095,1.5300344885024961,0.6101006692723022,0.6228333134970345,0.0009619397662556434,1.862060959455977,1630
19,1.284970377059788,1.5220394006282445,0.6157219239250603,0.6266529723241898,0.0009573969342440105,1.9122762960442894,1670
20,1.2602695892103828,1.5351305956037087,0.6066728188054094,0.6300066008375367,0.0009526100426487411,1.9062330842895947,1644
21,1.2195022939506852,1.4951943056521884,0.6319595018386657,0.6406870539600374,0.0009475816456775313,1.7106455476181996,1714
22,1.1929897985924884,1.4870411842361455,0.6344275158583574,0.6441112705699076,0.0009423144264014276,1.808623711077469,1707
23,1.175725334849718,1.4651310401533864,0.62111978582364,0.6452105804355481,0.0009368111953231848,1.760935379385694,1669
24,1.135786117873339,1.4416588324396915,0.6342650175804397,0.645178492169851,0.0009310748888776254,1.9262639825702086,1676
25,1.1131241118406705,1.4368014269318166,0.6310039455528024,0.647690820428524,0.0009251085678648072,1.689834297969246,1641
26,1.1243499797529184,1.4578751247072583,0.6426811586404344,0.6548986887566163,0.0009189154158168292,1.7793349894845918,1652
27,1.1218342221522164,1.4362019117534022,0.6421856953781816,0.6590079828823437,0.0009124987372991511,1.61118060464357,1642
28,1.1148465474017382,1.4048662092214488,0.648510456438925,0.6608950495688799,0.0009058619561473307,1.8826464344823686,1693
29,1.0851011675480138,1.354463974552938,0.6410156572970584,0.6559784405403694,0.0008990086136401198,1.6995054685093727,1665
30,1.074164453456142,1.3436558786823996,0.6442863104631714,0.6643091614348526,0.0008919423666098969,1.6069231746248112,1729
31,1.043140487024875,1.3188486574695786,0.6668860118344467,0.6690908350806188,0.0008846669854914395,1.5594307797982148,1682
32,1.004227834637436,1.3133232500517202,0.6552166665641678,0.672996869249776,0.000877186352310082,1.5862888159739537,1733
33,0.9769898608921663,1.3042843246979854,0.6575921626686585,0.666959873534713,0.0008695044586103295,1.4931826219759863,1693
34,0.9537344257620545,1.2820061443378337,0.6530390726967531,0.6738522885890543,0.0008616254033260349,1.4967346259653431,1681
35,0.9413010110869937,1.2614758235796537,0.6697227778023044,0.6850078498192882,0.0008535533905932737,1.5378186166464833,1749
36,0.918408214397447,1.2451080412432516,0.6810426569731504,0.6836933877770279,0.0008452927275070857,1.4457276965277925,1747
37,0.9075994381507704,1.2189060502270141,0.6798984815608304,0.6881617255212003,0.0008368478218232786,1.436241361652642,1713
38,0.905887241203476,1.1946872744546866,0.6840613362305408,0.6902468400609992,0.0008282231796065213,1.4248510058310493,1705
39,0.882278442260071,1.1923183868959477,0.6807767889219234,0.6917291459978935,0.0008194234028259807,1.464025107200651,1730
40,0.8654647657753988,1.1685990956280758,0.6856746515640693,0.6898923179351732,0.0008104531868997857,1.5319559758175016,1664
41,0.8549777044439472,1.1808658611395912,0.6754614110903313,0.689432142012268,0.0008013173181896282,1.36360311499929,1686
42,0.8471650002905617,1.136363883510849,0.6806645880940965,0.695555162910731,0.0007920206714468384,1.2725868640353655,1675
43,0.8553935293513156,1.1157415055970197,0.6965332486446645,0.7021459637540274,0.000782568207211296,1.574065668691813,1682
44,0.8310828258899061,1.0851874707275793,0.6898993245775874,0.6965201708949379,0.0007729649691645673,1.388905676212781,1693
45,0.8223743165235587,1.0712146104986597,0.6874588318859054,0.6987425877466762,0.000763216081438678,1.4665899468132066,1697
46,0.8018856170175513,1.0624375293698414,0.6896210091870543,0.702328651992053,0.0007533267458819597,1.3566206988134675,1668
47,0.8152016170697957,1.0388872606543307,0.6932238704461061,0.7054482524569533,0.0007433022392834282,1.4121992606507137,1642
48,0.788985836148805,1.0056543579683597,0.6817241343375383,0.7009625071415734,0.000733147910557174,1.2695768860265295,1744
49,0.7574486200034506,0.9939067249308354,0.7033427885073312,0.7102310106038549,0.0007228691778882692,1.211460832037003,1731
50,0.7624081345309137,0.9897124061671736,0.6912966928612405,0.7110549039311267,0.000712471525841711,1.2457208254847416,1656
51,0.7509698093635538,0.9757509808110456,0.7067474945051948,0.7135711027269035,0.0007019605024359474,1.2288382692290585,1670
52,0.7480708230862821,0.9476968545504096,0.6952167134714752,0.7074535953328832,0.000691341716182545,1.202047062459006,1705
53,0.7250761949494028,0.9306565337783457,0.7045626038714277,0.722134513647316,0.0006806208330935765,1.1316801638618943,1686
54,0.7153239933403561,0.9433674917899619,0.7044433384606931,0.7132573363777232,0.0006698035736583306,1.1374719384104557,1681
55,0.7242507639071663,0.9477791593169187,0.7059260334118019,0.7209341194779212,0.0006588957097909508,1.3108400316103492,1664
56,0.6978237823911554,0.9121932457411619,0.7100672286264177,0.7222882969259967,0.0006479030617506352,1.146958088258361,1748
57,0.6924549616524388,0.9365252496274584,0.7130188999065898,0.7225754301199451,0.0006368314950360416,1.1644553942342224,1670
58,0.6633720313158887,0.9436620962933233,0.7129991370914048,0.7220071416167478,0.0006256869172555515,1.116145298420978,1733
59,0.6551176772273487,0.9275320639146583,0.7064309539972068,0.7209429694833988,0.0006144752749750671,1.0705710868347456,1723
60,0.6523809620501267,0.9576342735019423,0.7176857662262074,0.7255580243202445,0.0006032025505450199,1.1768492137769169,1722
61,0.6388321847371617,0.9412378868720134,0.7089329513342864,0.7247557189618209,0.0005918747589082852,1.0959834397072286,1731
62,0.6384110300481449,0.9056795300539191,0.7074364389955963,0.7256991146312445,0.0005804979443907065,1.0581496692578438,1691
63,0.6416999821428117,0.8980438212714218,0.7093666880063718,0.7241873953032593,0.0005690781774759412,1.062174843732314,1694
64,0.6495544923957294,0.9068552038575726,0.7308131752800111,0.7291885705174667,0.0005576215515663488,1.090156140008976,1643
65,0.6628025390526882,0.9110084431335128,0.7283618386921361,0.7291850207547135,0.000546134179731651,1.1570003128187112,1644
66,0.6719513828323082,0.9214509917770002,0.7234734481395908,0.7353514081002311,0.0005346221914470959,1.1386268208230073,1742
67,0.6463940993340697,0.8991895425076254,0.7162114757046261,0.7319333846959656,0.0005230917293228697,0.999728959368699,1648
68,0.6296242548792371,0.8940758646228436,0.7327304299655362,0.735022438893201,0.0005115489458265006,1.020797708611104,1731
69,0.6476044255334064,0.8732677727922006,0.7151144600896829,0.7285833660149744,0.0005,0.9934011793009455,1701
70,0.6393781578667953,0.8728187019511061,0.7293744296540897,0.7337401741610987,0.0004884510541734996,1.0660429821019144,1683
71,0.5970783294257448,0.8712863967806472,0.7229529762860778,0.7368901056503216,0.00047690827067713035,0.9408661385274447,1694
72,0.6038574236149141,0.8714673498658719,0.720425391118124,0.7325855186662339,0.0004653778085529042,1.0482536206075865,1632
73,0.5987377322320045,0.8810176083844603,0.721581952624734,0.738228665455465,0.00045386582026834903,1.0747903298237715,1676
74,0.5848544844734731,0.8678292099587441,0.7227738511278893,0.7398288750492927,0.00044237844843365127,1.0665412583818095,1679
75,0.5885065688752776,0.8873920993937943,0.7271972897760499,0.7424243661287097,0.0004309218225240589,0.8265553436241307,1671
76,0.5854757307480275,0.8690547641759583,0.7244352316827416,0.7389533481556719,0.00041950205560929363,0.9196309594584431,1682
77,0.5476158421317977,0.8652505200928184,0.7418986261209645,0.7386908678071081,0.0004081252410917149,1.0196133350482377,1736
78,0.5206773377080918,0.837618569161647,0.7323595526874224,0.7448986140468147,0.0003967974494549801,0.8989875613445357,1630
79,0.48710849290683034,0.8401875453901696,0.7341374978070082,0.7465459738244346,0.000385524725024933,0.8334267185725933,1668
80,0.4805334211695941,0.830430822488307,0.7209029958165813,0.7384821338719956,0.00037431308274444864,0.9535819711709079,1648
81,0.470851880765069,0.8266242168493443,0.7264511943423513,0.7435390994782367,0.0003631685049639586,0.8743247831512642,1651
82,0.4483599218013872,0.8302027308376836,0.7357215890635097,0.7506000514385116,0.00035209693824936496,0.8451751954200354,1708
83,0.43045582667804805,0.8239283874006915,0.7421533363307354,0.7555038324533546,0.00034110429020904934,0.8800961691585178,1749
84,0.4516997619835581,0.7927754486778139,0.7346808374058762,0.7504443689595366,0.0003301964263416693,0.9679816644174253,1691
