epoch,train_loss,val_loss,train_auc,val_auc,lr,grad_norm,gpu_mem_mb,cls,recon,ent
1,1.4713476322068741,1.4417640897671622,0.5456905166258206,0.5492449399969951,0.001,2.3844642961658558,1655,0.9278661520829701,0.40083124234565354,0.10012513057769434
2,1.4264357799673133,1.3861490391854674,0.5346127722014223,0.552710208429857,0.0009999036202410325,2.3784807310326697,1700,0.868421758735463,0.39607882530100463,0.1191192436340924
3,1.3886110983392994,1.419727900691045,0.5475910163173413,0.5592163053295498,0.0009996145181203615,2.37426958293908,1732,0.8308255993310327,0.3691588902619089,0.11913834780658844
4,1.393181142552244,1.4040878212799757,0.5458280460190854,0.5657298176897811,0.000999132805092358,2.267790778928635,1688,0.8499399881548922,0.3681989484544477,0.1339839576275659
5,1.3950991488723594,1.4353630486001692,0.5590863639875968,0.5753018824478799,0.000998458666866564,2.1645000418425457,1726,0.8475990028905263,0.38522747656818096,0.11647314091554166
6,1.3676772784210762,1.430732613272631,0.562521212928501,0.5772511445878407,0.0009975923633360985,2.2398834785257584,1728,0.827067381657575,0.35557966905755867,0.129491002558232
7,1.3307199759000359,1.4184628660294658,0.5873707475643524,0.5957603685365633,0.0009965342284774632,2.2572232568588464,1721,0.8201620723558967,0.3566874353064158,0.13023201809404003
8,1.284412097582961,1.426798855648513,0.5815629103419302,0.5922504924490929,0.0009952846702217886,2.094432771998392,1699,0.7884847989806033,0.34091527012482914,0.1354248571285785
9,1.285077300001414,1.4460228503453925,0.5839100348552814,0.598308108691495,0.0009938441702975688,2.1550478762715493,1732,0.7667242198554779,0.34360292079059074,0.13830391093556926
10,1.251210513615107,1.4487989187514612,0.5843196082099549,0.6011431356878829,0.0009922132840449458,2.105470350130795,1665,0.7514398312983411,0.34592712575491147,0.160028396870209
11,1.2265932933702026,1.4379697983400923,0.5934491421919221,0.6019240063442551,0.0009903926402016153,1.9070271761408732,1689,0.7425869964546683,0.3249270542072889,0.15782769263208124
12,1.2164064125854586,1.384495748532841,0.591687417045903,0.6113563280570123,0.0009883829406604364,2.105921547134225,1645,0.7560004312298331,0.33448972675679667,0.14692648207606973
13,1.218709691843045,1.3823596037616082,0.5977086310244476,0.6147944537686102,0.0009861849601988384,2.0327847790706124,1685,0.743808255126222,0.3191912744586415,0.14961130127776726
14,1.1909483875085134,1.3791531217336732,0.6027331777254629,0.6207978265531444,0.0009837995461801298,1.9949897125610137,1666,0.7219138094962028,0.31686570523381935,0.15844038026370436
15,1.1757748735705897,1.3201919531897948,0.6102106935732322,0.6246740791142517,0.0009812276182268236,1.8636862610971154,1639,0.711756934660717,0.3196677345527127,0.1656033878631677
16,1.165609667282748,1.289081281815286,0.6022882583589053,0.6237333361720604,0.0009784701678661044,2.0086315806870183,1748,0.7127451127027625,0.31946865217373993,0.145417039377664
17,1.1425648361534535,1.2871730783088542,0.623398104794251,0.6379115603453371,0.0009755282581475768,1.8924060641130453,1699,0.6973842664377784,0.3189944069978592,0.15931038544271187
18,1.124159189203066,1.264373472581212,0.6245449822538212,0.633890939818055,0.0009724030232334391,1.98946539860761,1735,0.6822019482872835,0.3216807792954715,0.15506409297248563
19,1.1116953801687937,1.2550758734253755,0.6376029708249348,0.6458717604186492,0.0009690956679612422,1.8315265279286088,1727,0.6450014766341465,0.289738432415695,0.1608592321195737
20,1.1109933052012293,1.2738761571385944,0.6388828083854138,0.6490968334078139,0.0009656074673794017,1.9298080184721078,1730,0.6645888368933799,0.3111272063431782,0.14729872454900503
21,1.0919784233551895,1.2777903584905659,0.6341973278360765,0.6497245350995633,0.0009619397662556434,1.7908047154436688,1685,0.6712277425679964,0.30796930343523016,0.1545848289738208
22,1.0832042829004642,1.2761416060987436,0.6486917885207587,0.6581570022291536,0.0009580939785585681,1.8375554605817237,1738,0.647819906551607,0.2932417515076327,0.13853823570968832
23,1.074505353886928,1.2613805124432156,0.6432191775433381,0.6583056433924779,0.0009540715869125407,1.8832334657955,1718,0.6559351137162502,0.2795528243601033,0.14610627019394432
24,1.0737877407350986,1.2296981057389156,0.6479678663775135,0.6575426558303736,0.0009498741420261108,1.766117266338068,1653,0.6444254009561186,0.2969530687173935,0.13675456759800872
25,1.0439711337680604,1.2134996097709647,0.6611391503963456,0.6704736688741264,0.0009455032620941839,1.6668414841465558,1678,0.6492541079324394,0.28210508356142555,0.13816010528337785
26,1.0374440676298007,1.205788811344048,0.6567837821168211,0.6650257109814686,0.0009409606321741775,1.698802450458297,1639,0.6432405289434111,0.2813574675877422,0.15275603295953
27,1.0304355881959095,1.209636595304952,0.6578405426855055,0.6706779402278383,0.0009362480035363986,1.7279082641099073,1665,0.6491501417877209,0.2770194684876013,0.12821726883782353
28,1.010381784493614,1.2031795176259314,0.663864804310085,0.6772404958474838,0.0009313671929888959,1.6242947165829709,1697,0.5988798122930133,0.28709705286397413,0.11742850928396154
29,1.0092101906363042,1.173145167914887,0.6708714522581942,0.6793323295594044,0.0009263200821770461,1.56156112223361,1721,0.6279222129577245,0.2662189597836807,0.13749618679245346
30,0.9783362235736929,1.1560723349928321,0.6743705216919041,0.6823943362926493,0.0009211086168581433,1.6403220901838282,1717,0.6026224366108389,0.2696325756011346,0.11428393535116775
31,0.9642861792929268,1.1449357281537615,0.675224292675417,0.6884891701576716,0.0009157348061512727,1.8045744749981683,1655,0.5603311099871056,0.24351615006795296,0.12555034290153558
32,0.9362326219152424,1.1389132155748014,0.6837469375135,0.6840905288269665,0.0009102007217627568,1.6617007050840058,1687,0.5784973039867675,0.2651883990635573,0.10986925866319511
33,0.9449343869221046,1.134916123654242,0.6779952619660569,0.688241448578811,0.0009045084971874737,1.6008781894926092,1660,0.5903366962031104,0.2627264380017388,0.11825913446558431
34,0.9387736276222257,1.1097897252691304,0.6730481457543313,0.6911476461719015,0.0008986603268863536,1.5556656942618088,1637,0.5795039357186048,0.2533130010784272,0.10620357619402832
35,0.9245337721180886,1.1062509676622967,0.6888989193766843,0.7036664161464632,0.0008926584654403724,1.4415109404046038,1657,0.5563801010078894,0.26825376628601166,0.11567051111086454
36,0.9170400083417319,1.0865374015639149,0.6842573781219609,0.6973435909519493,0.0008865052266813684,1.6081846560963224,1667,0.5613044811983711,0.24992484010474944,0.10446177617432689
37,0.9013092819702788,1.0783067839369904,0.6888353136141202,0.7011176415490592,0.0008802029828000156,1.3859386367772413,1729,0.5487031459766303,0.24998197760556282,0.0940415218310715
38,0.9032233355733713,1.0578219062529075,0.7015798268239412,0.7140506420155758,0.0008737541634312985,1.500882839245934,1699,0.5587882467282034,0.25697334969983904,0.09247443244299178
39,0.9004938977939924,1.0579489269084128,0.6993521174537001,0.7160215400385834,0.0008671612547178428,1.3417032897508168,1635,0.5665079436584866,0.24275386947136054,0.09245810434290383
40,0.8742643651401905,1.0417547259681679,0.6992635166956888,0.7113429007934226,0.0008604267983514594,1.4951911298097598,1700,0.5285298456340322,0.24328777333481083,0.10366341427586788
41,0.8512158217004718,1.010373487621382,0.6970833351240777,0.7113959554927483,0.0008535533905932737,1.3887936457659338,1645,0.522183343655306,0.21821705470070193,0.07916973198775577
42,0.865532633290517,0.9886989047862276,0.7103985401219152,0.7219902262126602,0.000846543681272818,1.4244174132624856,1632,0.5228117548829709,0.24782957977112843,0.07073170269382677
43,0.844503947307464,0.9753784993073964,0.7170844385969074,0.7238686480605205,0.0008394003727664709,1.2694844044866171,1721,0.501773421929262,0.24353792173690036,0.07608197290194266
44,0.8578838947193069,0.9563932971701025,0.7076951345340708,0.7241342702963909,0.0008321262189556409,1.437107821987134,1742,0.5178930891286252,0.21704231994241463,0.08301824351048379
45,0.8246950376601919,0.9662798836672629,0.7176693641049422,0.7299412481466857,0.000824724024165092,1.3246405331941788,1654,0.5055873089365914,0.22782715862144723,0.07559886873217256
46,0.8080426908640577,0.9643194636970281,0.7266805663592577,0.7302347244814902,0.0008171966420818228,1.2753601495083666,1695,0.4694291271064154,0.23371375255365276,0.07656361083712049
47,0.7834569866753059,0.9327776726944843,0.729385572279389,0.7355684582261469,0.000809546974654917,1.2680851706536416,1654,0.4593881016922715,0.1998420988707396,0.06975068964916747
48,0.8089486205911224,0.9155889690582222,0.7296593681477848,0.7351233620466686,0.0008017779709767857,1.3099708068380405,1675,0.46676366899755095,0.22037625969794822,0.08802364652220812
49,0.8027823979716566,0.9324694926018084,0.7185977573793543,0.722856608167491,0.0007938926261462366,1.2811406873316635,1704,0.5015447959622307,0.21395096300188435,0.07622434962722255
50,0.797360436570759,0.904700182943372,0.7259382203310508,0.7390537778731071,0.0007858939801138062,1.212130128297702,1733,0.4998149883045967,0.23132155918553918,0.07229840726270154
51,0.7507818346874541,0.8812840001868958,0.7199979148178031,0.7377291804952982,0.0007777851165098011,1.2713729294196754,1656,0.43827147026317753,0.22178846053683943,0.07520764938619731
52,0.7562693495903657,0.8482072449560859,0.7381661156922944,0.7444128303034496,0.0007695691614555002,1.2932960457480946,1680,0.46635831571445713,0.20553328784787883,0.052780949377916074
53,0.7513851119000216,0.8312791799067163,0.7316792865804883,0.7381472268487174,0.0007612492823579744,1.2768954672189807,1684,0.47398605845566055,0.22161921599342915,0.05559527056897931
54,0.7611023400839415,0.8059959520330182,0.7474815294370297,0.7488547908238606,0.0007528286866889923,1.1320361805026233,1712,0.44746661977031554,0.20620344188470155,0.06575600350253862
55,0.740568812255225,0.8134333892120049,0.7409824103722387,0.750251608886789,0.0007443106207484776,1.1548353655383452,1664,0.42804989965579215,0.19795029819319995,0.06468939273670825
56,0.7310669202577017,0.8092043659660823,0.7197937784729147,0.746031019129414,0.0007356983684129988,1.1830930639948716,1656,0.4346829506528926,0.20380170978067114,0.05898973199955163
57,0.7094186340483464,0.8328103567834815,0.7300042452424049,0.7445749511183425,0.0007269952498697733,1.0496402440493704,1707,0.4220786973979479,0.18079861655358415,0.05853648443671988
58,0.6807570773131345,0.8549457179049147,0.7408459991886981,0.7511889756939703,0.0007182046203366711,1.1064775696188631,1700,0.4084397115940625,0.17732599913222444,0.068036968386704
59,0.660411120300213,0.8316599267057898,0.7406377561130815,0.7561094779316855,0.0007093298687687141,0.9947681910130298,1714,0.3985876452669219,0.19386884254269002,0.06395062514443467
60,0.6666667497121856,0.7883083157325222,0.7400913735353304,0.7552974851674255,0.0007003744165515705,1.1110832644973663,1711,0.4104227102729919,0.16185268150070634,0.08459851208049879
61,0.6569929688164062,0.7741663835792082,0.754266445218953,0.7595697980708328,0.000691341716182545,1.1709331779015235,1641,0.43445816511466695,0.17210166417410575,0.07759480420935183
62,0.644683768222784,0.7508759419614554,0.7546184017509355,0.757528759589291,0.0006822352499395748,0.9255199855367042,1680,0.3873413291061547,0.17534099675343273,0.08422688686198244
63,0.6178574915833908,0.743011284885734,0.745925858662491,0.756828959896195,0.0006730585285387465,1.0245425222930045,1747,0.37856065192767263,0.15910730439629728,0.07957046556786607
64,0.6251625505034405,0.740716684962011,0.7536719539597748,0.7637200943506904,0.0006638150897808467,1.134382783473408,1667,0.4108287433837975,0.16867698287376648,0.085189410868908
65,0.6102436091945809,0.7823415629146527,0.7449707598434663,0.7614153388505507,0.0006545084971874737,1.1244767609549635,1701,0.36857441590725465,0.16949579292046785,0.0913160909391658
66,0.608548974520832,0.763894566526398,0.7579901916677422,0.7668586398737207,0.0006451423386272313,1.0347841009065941,1735,0.37816446994997216,0.16865974041936385,0.09113172977999597
67,0.5970299015279006,0.7630892185339764,0.7519875821884107,0.7608598676579355,0.0006357202249325371,1.1027869788474653,1659,0.36393686023516686,0.16580279420693833,0.10195903187263494
68,0.5986718939048183,0.7385632905416201,0.7622467543226635,0.7708301653074826,0.0006262457885075791,1.0341667022593368,1720,0.36891927487987003,0.1672052606054178,0.1137407291651957
69,0.6190329030221019,0.7284046714340258,0.7526104992772807,0.7735134588292737,0.0006167226819279528,1.1293965924249774,1670,0.396513490408576,0.15674123830661837,0.09584728360522116
70,0.6041650517884342,0.7381225502589337,0.7593742332330271,0.7702283473379882,0.0006071545765325253,1.04934998396454,1728,0.3833599100990565,0.16921231495641612,0.10395774826564734
71,0.5792368870444082,0.7298923156338859,0.7675830978130401,0.7767416362080949,0.0005975451610080642,1.0032818035436069,1705,0.3494450700754572,0.1290033721696618,0.10304062423720989
72,0.5942154758107244,0.741868216526729,0.7605351524458553,0.7762133247871943,0.0005878981399671772,0.9244564098646182,1676,0.35308963625616663,0.1571236738850382,0.11605292560967637
73,0.570220336940399,0.720510855875825,0.7586205362879647,0.7753763581513317,0.0005782172325201155,1.0359962382730645,1724,0.3540901621106733,0.14294369849948282,0.13318558509401687
74,0.5512786674890623,0.7522519475660978,0.7736878949345364,0.7796834411165577,0.0005685061708409841,0.8833116921455433,1701,0.33614147780871667,0.14044821199390034,0.1291676162966204
75,0.554002048707806,0.731574820286031,0.7745600528581241,0.777782387235865,0.0005587686987289189,0.8799997097839071,1636,0.33032922550962746,0.16404312015070904,0.1308619607102067
