epoch,train_loss,val_loss,train_auc,val_auc,lr,grad_norm,gpu_mem_mb
1,1.858732319008907,1.838311822933918,0.5652483172862911,0.5690150015461983,0.001,2.267496923705588,1740
2,1.8136512467657504,1.8481271240805284,0.5600938957062076,0.5660906504962376,0.0009998858203901539,2.2998594965901153,1736
3,1.794407757647021,1.8592288279625904,0.5604461666658103,0.576418995979663,0.0009995433337085492,2.2348035358719547,1686
4,1.7615352358964729,1.825652723688149,0.5718152536550574,0.5846724392469159,0.0009989726963751681,2.3881530575665892,1680
5,1.7322120539267885,1.8213183577257959,0.5637069055482666,0.5806012923458902,0.0009981741690106034,2.2374613689846545,1708
6,1.7238097311336449,1.7901852462059995,0.5779759936448219,0.5909949139199099,0.0009971481163170268,2.2648430510386612,1648
7,1.7108377473927217,1.7782025070940717,0.5898599247926756,0.6001923515273908,0.000995895006911623,2.0348612326215725,1673
8,1.6716051538484618,1.7740531340164638,0.5910154511705408,0.6091015947262834,0.0009944154131125641,2.2532335781019217,1746
9,1.6329302824766132,1.7897125324532681,0.5948235135926216,0.6076002995088055,0.0009927100106776213,2.157429967172079,1703
10,1.6164212776910827,1.7706741176825054,0.5962863665509943,0.6075651851193723,0.0009907795784955327,2.0566971767278037,1687
11,1.5629215780078927,1.760938813535419,0.6153515936615394,0.614704695683048,0.000988624998230272,2.026372614347595,1705
12,1.5355146171907932,1.7432097049619024,0.6015847895023037,0.615255636191198,0.0009862472539183755,2.1156875344670647,1710
13,1.5194251226602458,1.7405890338801842,0.6169096780862859,0.6298461583311604,0.0009836474315195148,2.079990781883973,1634
14,1.5070463598623458,1.7373212081583962,0.6224552313575312,0.6262132171226289,0.0009808267184205181,2.027139869467452,1734
15,1.5039966155930466,1.7304017521798098,0.6252270730433961,0.6368578240818691,0.0009777864028930703,1.9001974462142979,1719
16,1.494771522878333,1.7336619603675123,0.6318161827643642,0.6424039933499229,0.0009745278735053344,1.9804388714326289,1713
17,1.4499222115606578,1.711367557576853,0.6360251262329819,0.6391879818216633,0.0009710526184877667,1.9920300968883804,1699
18,1.4459398746130434,1.7072160687570528,0.6248508749446935,0.648449803493037,0.0009673622250534155,1.994925727724687,1674
19,1.4260814665338046,1.6926659843835956,0.6356281861936883,0.6439843016195824,0.0009634583786730109,1.8784688636288633,1704
20,1.4079972192107817,1.6885210198941234,0.6401304067140684,0.6538987892604052,0.0009593428623051792,1.929099713384645,1738
21,1.372431045638815,1.6639182514241289,0.6469688769450233,0.6564775310439207,0.0009550175555821333,1.9149741488141463,1712
22,1.3633363572183812,1.6486661146319106,0.6521059014233194,0.6623896197126548,0.0009504844339512095,1.6897882241345519,1715
23,1.3186801255144436,1.60902712897858,0.656790889158485,0.6622678054476604,0.0009457455677726448,1.668962043764672,1676
24,1.302944379056924,1.5535064794868818,0.6492482717248502,0.6698655655001992,0.0009408031213740045,1.6100151083198782,1677
