epoch,train_loss,val_loss,train_auc,val_auc,lr,grad_norm,gpu_mem_mb
1,1.579253566150259,1.6290938645428261,0.56555014537164,0.5810003899044723,0.011,2.3640221494492475,2157
2,1.574078587037358,1.6382593668660046,0.579364360223728,0.5830028077906463,0.01099891281373536,2.3191486622022426,2082
3,1.5438534531775094,1.6213246185603596,0.6009828431655266,0.6036228868702532,0.01099565168475016,2.4030966517359458,2122
4,1.5214790368357298,1.575269094983162,0.599899476493972,0.6058226658492285,0.01099021790230063,2.3651193560065593,2082
5,1.4775260369486616,1.5658222159893886,0.5911195508698163,0.6077346171129279,0.010982613614580826,2.3074506144985714,2149
6,1.4501010286879288,1.5421236858171552,0.6031314519406533,0.6130204976759261,0.01097284182787335,2.1574147927062115,2130
7,1.4491103846202649,1.4926329796436655,0.6095616136554679,0.616183856092289,0.010960906405360852,2.1760772643240425,2161
8,1.4324985909402712,1.4840728288452194,0.6145008162410872,0.6226863340814806,0.010946812065598761,2.151945448233983,2148
9,1.438910604502104,1.452428576566663,0.6071961079541971,0.6207221604378012,0.010930564380649833,2.09448795841016,2117
10,1.4206391075830782,1.4471271064018105,0.6112246798556296,0.6258834485168047,0.010912169773881313,2.2455941592564295,2136
11,1.399726244645994,1.4347633561070425,0.6302437090675881,0.6395860683167299,0.010891635517425498,2.127030451489889,2127
12,1.399293396986403,1.393350296980214,0.623946249243262,0.6436962803917978,0.010868969729304779,2.1911906131401278,2148
13,1.3782266125351235,1.3797765079296256,0.644984587095725,0.6491850039856069,0.010844181370222254,2.1678351168235146,2113
14,1.3423942248293166,1.3815383290005527,0.640474246280431,0.6511789427244503,0.010817280240019204,2.0808385990469436,2106
15,1.28587331711875,1.3813593947823608,0.6501041878282253,0.6573557344792954,0.010788276973800812,1.9841801418710294,2075
16,1.2638310201664202,1.3414488538315992,0.6466280415637825,0.6603655412415467,0.010757183037731684,2.05705030163798,2086
17,1.2380507501960223,1.3319282470634919,0.6476045908693047,0.6643063088560359,0.010724010724502804,2.044423302301344,2126
18,1.2190547526942972,1.3206247687320738,0.6542153868602691,0.6655956281230939,0.010688773148471739,1.777067171690291,2118
19,1.206421257072021,1.307966914286202,0.6508357542917474,0.6669117666648651,0.010651484240478003,1.9807680598011868,2097
20,1.1929499962986347,1.304298085557051,0.6596001106597278,0.6740986339977408,0.010612158742335629,1.776538629962722,2089
21,1.1934227340228798,1.266175337231498,0.6778307655698693,0.6836548626997782,0.010570812201005135,1.8156610013459384,2126
22,1.170883390079263,1.2457179656645054,0.6780485831481554,0.6922001220322832,0.01052746096244719,1.9632418431349188,2138
23,1.1859126376383136,1.212574223156035,0.6826231673048847,0.6934987978275043,0.010482122165160377,1.6960646454626855,2165
24,1.1701139201459247,1.2085800473904855,0.6744380651705669,0.6883110007406101,0.010434813733405665,1.7542008901192736,2162
25,1.1294429819352891,1.2078998703732224,0.6864381006387097,0.6958631026676838,0.010385554370120224,1.7846887201071568,2102
26,1.1033155385801021,1.1924342623872757,0.6840599719760614,0.6998828700078773,0.010334363549523384,1.7508968492933665,2146
27,1.0706212665493453,1.1942759496907258,0.6854365708378652,0.698657483108728,0.010281261509417702,1.8749530204800622,2081
28,1.0530805620274317,1.1870338472377806,0.6925178149281059,0.7100408219061456,0.010226269243188136,1.6533169022723753,2072
29,1.0375035580470096,1.1814500265112475,0.7053333300277044,0.7145913546610804,0.010169408491502501,1.700828987790206,2153
