epoch,train_loss,val_loss,train_auc,val_auc,lr,grad_norm,gpu_mem_mb,cls,recon,ent
1,1.7625687530434437,1.7831694224988937,0.5560405060367387,0.5561167274376742,0.001,2.476621592038692,1670,1.0924241748049475,0.46723169237742923,0.11007867813166862
2,1.7499291314891028,1.7599186222536964,0.5573643003695258,0.5674783245242625,0.0009998842509899456,2.2874247568820425,1678,1.0512537643796003,0.4795388679949776,0.11835482931472836
3,1.7350539381689043,1.7010174561481641,0.569366877547585,0.5736209016905174,0.000999537057551115,2.227180030028194,1666,1.0705832522573921,0.46996211579139163,0.11630592769055943
4,1.7026765855046253,1.7054787069447463,0.5694098918813619,0.5827232967819084,0.0009989585804326961,2.3686907017413428,1701,1.0446991943622144,0.4587590321497495,0.11225197530257912
5,1.7026693344397739,1.6646477148511072,0.5713967046967156,0.5864296572022123,0.0009981490874673038,2.0915761225535454,1688,1.0432482209924323,0.4401368089294842,0.12298129077214505
6,1.6579697155402155,1.6765228799081877,0.5822458891996721,0.5918840040552568,0.000997108953446976,2.1162411551384115,1658,0.9973474788344963,0.4438673649855794,0.14298531881386042
7,1.6348231489127112,1.6776619336635357,0.5887978415253551,0.5972698307262307,0.000995838659949645,2.192038234915337,1637,0.9991951808611158,0.4183212482201635,0.1435995759654404
8,1.6079181446727475,1.6934467115857805,0.5969923514792204,0.605300092921232,0.0009943387951161702,2.1255702906063076,1714,0.9875593714638865,0.43876269612915353,0.13793018454563355
9,1.5873280222460096,1.6644710961021265,0.59423913581295,0.6104647022519606,0.0009926100533780304,2.1247709392611682,1643,0.9713308061604141,0.43859187329610017,0.12972327985004045
10,1.5732710660303644,1.641973251290605,0.5989577423138861,0.6174466134820127,0.0009906532351358047,2.203351590415028,1697,0.9586448942887903,0.41487389958820126,0.12697161811612737
11,1.5721454479059298,1.6116129833865338,0.6141030754807392,0.6194432585207592,0.000988469246388591,2.086650770644205,1677,0.9705644922264715,0.43769194110879034,0.14423081871713853
12,1.5565648900132343,1.6265431975848101,0.6057170111942227,0.6286918583565287,0.0009860590983145306,1.9735155307295194,1676,0.9511138561788404,0.4387436588642908,0.14912636691180065
13,1.5403533630708635,1.5946311046899582,0.6247388981891787,0.6305325118573083,0.0009834239068026388,2.1077724651921717,1725,0.938563654307603,0.39949820489174487,0.16820627622910816
14,1.525816805668408,1.5881695375117264,0.615244873751789,0.6325106808507028,0.0009805648919361503,2.0062527650259288,1710,0.9375585595115085,0.39714697843617197,0.16674358687622953
15,1.4917182467425616,1.608347207872415,0.6335126124354996,0.6458817396239781,0.0009774833774276277,1.9748207514833735,1715,0.9140429026098592,0.41003405451868935,0.14345706469074762
16,1.4738131766594416,1.5649199806214664,0.6383585354181763,0.6522747088380818,0.0009741807900060858,1.9571145754624175,1743,0.8915523656087522,0.39779252406936333,0.16186102813851305
17,1.4853378158574975,1.5642897144230459,0.6354001763358997,0.6540604786132544,0.0009706586587564235,1.9470701099197458,1650,0.9041670848408995,0.3869971542459446,0.13447233789441035
18,1.4756253074806498,1.5412095986215422,0.6423682734142527,0.6536363895583537,0.0009669186144114626,1.9326477530499626,1697,0.9007035045930138,0.4089155728383366,0.15599186065651766
19,1.444565884057267,1.5065493786323905,0.6430983786320391,0.6566026342449413,0.000962962388596925,1.8667986665536005,1711,0.8697795894174665,0.3999410171953097,0.14737376043701167
20,1.4078284383873803,1.4999520443924328,0.6559678511139699,0.669491810220045,0.0009587918130296969,1.9345670461389177,1731,0.8557643294128864,0.36474454874733425,0.14904179377981788
21,1.3532731946550647,1.4944275671480245,0.651202553936621,0.6629787945804853,0.0009544088186697515,1.9618259982668094,1644,0.808368770635287,0.3644558997128132,0.157979408095514
22,1.3285805074788053,1.4983035667929465,0.6591526457123681,0.6739364590646238,0.0009498154348261216,1.7581668522733362,1648,0.8164899006440482,0.35952347718653427,0.17100615352458623
23,1.3154009271816454,1.4665163130350047,0.6667306208143642,0.6750284620668329,0.0009450137882173384,1.760717158795758,1720,0.7918593921082222,0.3550908903954409,0.15780222591915738
24,1.2835751484644726,1.4300004761384315,0.6838958741049586,0.6860452609779152,0.0009400061019867678,1.7368504081193887,1747,0.7741173438574732,0.3507780456465111,0.14794533430817527
25,1.277284811175193,1.4120762237977675,0.6826017104457015,0.6856203706898821,0.0009347946946733055,1.7195097640495705,1643,0.7806267115846383,0.3671885778685424,0.14161126567710586
26,1.246714923626586,1.373939548943372,0.6935375412727002,0.7010580421235747,0.0009293819791379015,1.7717722893891539,1641,0.7559082529844207,0.3306634634292659,0.13192047916499805
27,1.239100244819992,1.3445177176373369,0.6759656642713004,0.6914277238114747,0.0009237704614464156,1.7390108838245,1719,0.7523511875184162,0.34107901465077023,0.14241279473319382
28,1.2174056353405889,1.3358079229331803,0.698928949146453,0.7030373058885558,0.0009179627397093185,1.652908731161403,1665,0.7464336090987391,0.3403888742454722,0.14068260618336395
29,1.2128372764202002,1.2986426347705378,0.6934753605102636,0.7021527761063797,0.0009119615028787771,1.632247884736118,1646,0.7331462395634937,0.31043352039347355,0.13930242748670396
30,1.188554173116507,1.2707473028492293,0.6870666214262179,0.7071805624081658,0.0009057695295036805,1.6086263120164102,1701,0.7335171811472692,0.31118937032052224,0.12293150049319303
31,1.186690339102362,1.236014119461182,0.7033870205742238,0.7108979247320206,0.0008993896864431826,1.430107849739362,1679,0.7411257273913908,0.31310750649490166,0.12454133521540735
32,1.1769439677636866,1.2519903556556353,0.7018102717045999,0.7114923803820832,0.0008928249275393571,1.6123173799969885,1683,0.7206936432708805,0.3151492631687995,0.12390330775069847
