epoch,train_loss,val_loss,train_auc,val_auc,lr,grad_norm,gpu_mem_mb,cls,recon,ent
1,1.7947973382992795,1.7378275063788713,0.5468434454175488,0.5612268087628304,0.001,2.3946241429131137,1723,1.0973788861444402,0.5012748518399315,0.11206446977855211
2,1.7801419640346536,1.7328015466108704,0.564125917392828,0.5673003274079973,0.0009999165990905684,2.4416602201939663,1654,1.0782483439324733,0.4919535801754071,0.11308154106465831
3,1.7096845773817164,1.7170965021113958,0.5528658714738289,0.5691144826598628,0.0009996664241851197,2.286376093508867,1678,1.0199585835995213,0.4614123455621802,0.12660705404718628
4,1.6859741409789555,1.7486508321766245,0.5670353546065058,0.5821030218848837,0.0009992495587429128,2.197587717538471,1684,1.039695245948027,0.44910264240070513,0.12357576406431128
5,1.65048576061454,1.7530868524837713,0.5688003194649884,0.5886011779014999,0.0009986661418317758,2.3459460457792125,1677,1.0135640810002855,0.4441601134382458,0.12909857429322041
6,1.6354883544465366,1.7156495931856288,0.5844366444391843,0.5960274205031677,0.0009979163680817124,2.2282232406686266,1658,0.992810185755377,0.4316112852037729,0.1306523488378624
7,1.602976271674129,1.718416308799332,0.5921824013238195,0.6002442027571183,0.0009970004876199729,2.1841435331393155,1686,0.9987187128058432,0.4303349332498306,0.1326742217744556
8,1.6095486743906093,1.7285639986328205,0.5912726122126043,0.6078545612186314,0.0009959188059876114,2.17354051163579,1640,0.9739141026575148,0.4298901775263607,0.14748885789606642
9,1.5720055406659843,1.7523844329547356,0.6081790732966692,0.6170681765080888,0.0009946716840375553,2.1095715704367644,1720,0.9674620989169049,0.4108060515701858,0.1443910313747192
10,1.5482201433659444,1.7526027593039386,0.6082948341696706,0.618674654862778,0.0009932595378142233,1.924277578550016,1658,0.9562755329935404,0.39763961788637264,0.1379031916647226
11,1.5174840817308324,1.710085473308771,0.6124208129396717,0.6264407761558667,0.000991682838414733,2.1175958342653023,1648,0.9223214549651351,0.4180236396254079,0.12163217150027669
12,1.491062930991207,1.7005705572075618,0.6147651078471246,0.6224543894153153,0.0009899421118317398,2.173432961545414,1737,0.9171398381688455,0.39718193684534225,0.15105330532097794
13,1.4892635628810387,1.7033636740455897,0.6179781336020707,0.634816318435081,0.0009880379387779636,1.9977034573931503,1678,0.9193335418729666,0.41205448332867306,0.15596928898516332
14,1.4590329420550074,1.6886537942775997,0.6196475147540622,0.6306531926641783,0.0009859709544924624,2.001109871085065,1705,0.8713723466665452,0.4107315824359951,0.15153982609385513
15,1.4411564444108718,1.702936582784492,0.636190210661422,0.6463418127241997,0.0009837418485287126,1.8951620651159784,1715,0.8625157016012022,0.375874088371227,0.1543372627122832
16,1.4296704299128093,1.6977332893347232,0.6344147409185952,0.6548366222577183,0.000981351364524573,1.878218772370667,1703,0.8610403316080513,0.3810535478586921,0.14861666167439153
17,1.4070104182482894,1.6590040103297068,0.6401374882294505,0.6562480965886522,0.000978800299954203,1.863637385651507,1729,0.8632968157357048,0.35913974290259343,0.15574294990805324
18,1.372544675915443,1.6351985580675785,0.6519749278135349,0.6654188468858729,0.0009760895058620235,1.91665887690019,1684,0.8405716170046535,0.3701614420947665,0.15219387192948425
19,1.3592708085687655,1.6450824275289497,0.6511318141546862,0.6553648826942932,0.0009732198865788047,1.992155892343395,1638,0.8382641935508723,0.35406810368612396,0.14869597262798465
20,1.3213721616361165,1.6407146374770127,0.6592463545701054,0.666693323088917,0.0009701923994199784,1.9312868173180155,1723,0.8157060716149025,0.33196881601188355,0.1478700696124129
21,1.2886417404582424,1.6338256454296975,0.6723770239755879,0.6720539800006322,0.0009670080543662741,1.9072656777211685,1712,0.7822025126453156,0.34197551169031953,0.15613420411456483
22,1.2697273742351018,1.6036034219704494,0.6695344138279572,0.6787545948522214,0.0009636679137267852,1.8873419701782201,1736,0.7948435771387529,0.3413355929910369,0.14154630433081125
23,1.2583194783157907,1.5760615639834827,0.6798599115360252,0.6901695447808449,0.0009601730917845796,1.8603493169104706,1738,0.7527058826224466,0.3308121978566788,0.14949847762250523
24,1.2342730927562833,1.5644029075599017,0.675039098652483,0.6843119553040626,0.0009565247544249709,1.8381516086830956,1722,0.7510133922506648,0.35219527832119685,0.16175158151027563
25,1.2124606854275233,1.538380795393486,0.684753475621996,0.6972042181432184,0.0009527241187465734,1.7771628911011925,1698,0.7372637926539037,0.3595975885565502,0.13096190458044785
26,1.1846360386131314,1.5230943456047918,0.6874678351452017,0.6947617224206097,0.0009487724526552752,1.889309937623434,1637,0.7097470660734098,0.3175876983045794,0.14340292362723628
27,1.1642560496658048,1.490287663463555,0.693583862298721,0.7008782983005327,0.0009446710744412595,1.7692701826529036,1640,0.6871289708188758,0.3176908459025824,0.14152382180822226
28,1.1366231718490893,1.5129512506395306,0.6916752919861303,0.7031065579593672,0.0009404213523392182,1.623830260404499,1703,0.703865228983023,0.3378018642447564,0.1384867732874605
29,1.1152885006441902,1.4887009197390124,0.6930391343173707,0.7039170180960979,0.0009360247040719039,1.6562772801208185,1685,0.6860806723655117,0.30258143851650615,0.1189562585683093
30,1.1018243031758246,1.4587217977194726,0.6902670360930963,0.7082070912756532,0.0009314825963771722,1.608267918718914,1687,0.6690257986196079,0.3150663268349255,0.14064581361412828
31,1.083676375315855,1.462623083798997,0.7045383299144876,0.713332268129726,0.0009267965445186732,1.6450924225860497,1703,0.6574348384737507,0.2763352882093247,0.12919301621810406
32,1.082819724824676,1.4568273302973032,0.7057917084759071,0.7161197453309591,0.0009219681117803535,1.6352588296634976,1665,0.6487858444530159,0.30853452289969174,0.1260891428560234
33,1.0619884496884766,1.4397321035522108,0.7069316952324632,0.7246934637924528,0.000916998908944939,1.7234896039376717,1640,0.6367703418939497,0.2682711313070702,0.12407073353736126
34,1.0493489731258936,1.4203514637971315,0.7085270937387327,0.7223244864502986,0.0009118905937565723,1.4569418596096846,1649,0.6447672635202427,0.28668068178019424,0.1154432707133
35,1.0463808688845107,1.418972072679406,0.7224691651823425,0.7287128855410892,0.0009066448703677828,1.4895536471134496,1676,0.654837348903409,0.27906684329348774,0.0994093548494838
36,1.0630200016003108,1.4125277723635907,0.7154324274739755,0.731028846816619,0.0009012634887709754,1.4888849293783435,1665,0.6410881728848118,0.29784563889900445,0.11991414697085376
37,1.0450597114633386,1.4224256280702543,0.7192680174134618,0.7344946747339416,0.0008957482442146271,1.544073465614831,1734,0.619793307100457,0.2728015438799312,0.1053874472298947
38,1.0224429291937536,1.400715442853284,0.7280999050397863,0.7396614314368946,0.0008901009766043846,1.5942845264766312,1665,0.6105115527987808,0.2634762100001198,0.09170157521036526
39,0.9881247940667465,1.4052529839496857,0.7365692860610847,0.7448639359914281,0.000884323569889266,1.3617662627522336,1744,0.6083604107304604,0.26719304684403977,0.09585525679599984
40,0.989614255529506,1.4163986366245414,0.7262965325148831,0.7453992044278672,0.0008784179514331682,1.5581164943856145,1648,0.6021881962047604,0.2791437509369877,0.09328420614911037
41,0.9853649911256043,1.4045344995278752,0.732208262232581,0.7422265735620336,0.000872386091371891,1.4097033663201854,1737,0.5992695181792393,0.25894773770898283,0.09005247343166707
42,0.9646134183618023,1.3872252976993134,0.7369002682819187,0.748325199569014,0.0008662300019558931,1.321656396010185,1720,0.5782283360934798,0.26182008700987325,0.09473950454580837
43,0.9355285088113834,1.3547420639328875,0.743527905213942,0.7596863967129328,0.000859951736878998,1.307067791088624,1680,0.569770564451581,0.24040887632386862,0.08433633857595525
44,0.9338446653266409,1.3013898717843815,0.735419110071693,0.7483023067686357,0.0008535533905932737,1.4547078661815736,1675,0.5720365672028435,0.2496476043187792,0.06336143841669639
45,0.9151564225750419,1.2842037800769963,0.7375116754763418,0.7576402667321792,0.000847037097610317,1.3135432099723048,1729,0.5474313357542754,0.2471871070267966,0.061574336353020544
46,0.9052472558314455,1.2852897057056833,0.7451424694879963,0.7665752121897061,0.000840405031789171,1.3296874950220183,1686,0.5663076210334447,0.24843681635502707,0.062354868903638005
47,0.8963858241701879,1.2968373976967822,0.7504520078531062,0.7603630904363589,0.0008336594056111197,1.3694267694949334,1747,0.5536534167780333,0.24256581113295342,0.05380735224810005
48,0.9063973212391686,1.2546389111161091,0.7628311028487296,0.7724384976726076,0.0008268024694415946,1.1352396639348843,1715,0.5675347475764028,0.26016331862212233,0.0708413059810027
49,0.8615906333990407,1.2435608045269013,0.76373706263052,0.7729201568449448,0.0008198365107794457,1.176493023617619,1640,0.5469294900523173,0.22342339824688381,0.07119670504932783
50,0.8465912571161403,1.2117171791655175,0.7684544901644663,0.7741138430435381,0.0008127638534938227,1.1314932137523717,1745,0.5003628780207062,0.23346957836505267,0.08596656273687642
51,0.8209606249349342,1.209247363245395,0.7498269953565357,0.7725134474869302,0.0008055868570489246,1.3141301012372462,1706,0.5214918622686647,0.2112571384950741,0.07798497121644296
52,0.7879830664648105,1.191258064483733,0.7765147728979095,0.7791175913482897,0.0007983079157168736,1.0528378662732798,1656,0.4948435957967068,0.23166737017028105,0.062601603323633
53,0.7517156288910187,1.1926448478260643,0.7637806029283113,0.7776119219403284,0.0007909294577789764,1.3059781309410692,1701,0.44082503116760485,0.2082820735704643,0.06951045721793259
54,0.7542505245024385,1.1811531685143621,0.7826310524585662,0.7856710929208892,0.0007834539447156423,1.2556529184927006,1746,0.44471972593041736,0.19463559216155277,0.06847286805457685
55,0.7220155254524876,1.1728870670069358,0.7777522679959066,0.7833703859303828,0.000775883870385223,1.1561099073863519,1679,0.44935362058552747,0.18715612830071077,0.07399680562581516
56,0.7008575838020101,1.1628878012448847,0.7700781745533586,0.7847461474425494,0.0007682217601920528,1.2809608411936801,1638,0.39297845948120763,0.190116268598064,0.06545725319015713
57,0.7041158578531487,1.1507856182394938,0.7741710355423269,0.7827991822648687,0.0007604701702439652,1.2527036990951108,1702,0.4220276201639717,0.20716412282957497,0.06848082740703305
